GameID;Level;Category;Player1;Player2;Player3;Player4;Tournament;Round;Game;Action;;;;;Break?;Same?;Eval
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;1D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;4D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;243422134321W;;;W;1;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;2D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;32A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;312W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;13A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;14A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;1343E;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;1D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;41214L;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;23A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;24342L;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;3D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;13A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;14A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;1D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;4212W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;2D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;3121W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;13431L;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;4212E;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;4121W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;2343W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;3212E;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;312143L;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;1343W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;4212W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;2D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;3D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;13A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;14A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;1D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;4212334121W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;243412L;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;31A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;3212E;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;1;3121W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;421W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;13A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;143W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;321E;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;312E;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;32A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;3121L;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;32123432L;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;312143412143412W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;2D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;4212E;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;4121W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;1432L;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;32A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;3121L;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;32A;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;3121W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;2434121L;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;4212W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;13431L;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;3D;;;L;1;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;24342124L;;;L;0;1;1;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;2343W;;;W;0;0;0;CLEAN
1;Intermediate;COED;Jan Dudzik;Marta Kijo;Piotr Nowocieñ;Karolina Wojtczak;MP Gdañsk;Final;2;4121W;;;W;0;0;0;CLEAN
